10.0.1.25, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.156, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.155, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.158, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.157, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.159, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.176, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.177, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.178, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.179, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.180, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.181, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.182, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.183, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.184, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.185, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.227, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.226, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.225, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.231, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.230, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.229, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.228, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.233, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.232, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.153, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.152, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.151, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.150, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.149, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.148, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.147, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.146, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
